Column1,Column2
P17655,O95292
Q9NXR8,O15047
Q8NB46,Q15468
P12643,Q13576
P15924,Q92585
P55317,Q92572
P23471,Q15424
Q53GT1,P54136
Q14451,Q8IVI9
P49821,Q9UKA2
P20265,Q15831
P61626,P26651
Q9NS28,P28161
Q9UJA5,O14662
P47755,Q9UPW8
Q13505,O14796
Q13322,Q09028
Q9UHV2,Q6ZYL4
Q6WCQ1,Q02878
O75928,Q3V6T2
O15078,P05187
Q9Y6I7,Q5VWQ8
O75582,P57078
Q13291,Q96CS2
Q7Z4I7,P35580
P55210,Q9NPY3
Q96Q89,P13667
Q13045,P20339
Q14738,P62333
Q8NEM2,P03956
Q7L9L4,O00268
Q6IQ32,O75144
Q96QK1,Q6NVH7
P23510,Q53ET0
Q9NRL3,Q8IYF3
P51948,P01889
Q00987,P23443
Q9NWS0,P12259
Q15170,Q9BPZ7
Q14494,P78504
P40818,P51151
Q92766,O43747
Q9Y2Z9,Q9UNZ2
Q8TEL6,P15884
Q15363,Q7KZI7
P04899,Q96LC9
P05067,P61587
Q13740,O14948
P62913,P55209
O14908,P49005
Q01344,P25024
P36956,P56556
Q99081,Q9H788
P50591,O14965
P14598,Q8NB91
Q9UKT5,P51636
O95319,Q9H270
P55317,Q8WUA2
Q01974,P60903
O43278,P41208
Q8IW19,P58004
P30874,Q13191
Q969P5,O75145
Q969H0,Q7L1Q6
Q96K76,P16220
O14730,O00165
P30307,Q92673
Q15303,Q96BH3
O75925,Q8IYW5
P06703,P56539
Q5JQC9,O43491
Q9BXL7,P26640
Q86VS8,O95711
P22695,Q7L2H7
Q96DU3,Q9BYG5
Q02413,Q9P2M1
O60762,Q13077
O75884,Q9NPQ8
P51398,Q8N1E6
P61966,Q6IQ32
P61163,P63027
O00743,Q06330
P00519,Q96CV9
P21810,Q6X4U4
Q08211,Q04724
Q8TF74,P20929
Q96KQ4,O14807
P04626,P00167
P25098,O95997
Q9UGJ1,P53680
Q9UNP9,A0A1B0GX68
Q9H2G2,Q9NZ42
P20963,P62906
Q8ND25,Q9NZN3
P46976,Q9Y2U5
Q12948,Q8WV22
Q9UMW8,Q96GD4
Q9GZQ8,P28360
Q9UPS6,P37173
Q9Y383,Q96L50
Q13936,Q969R5
P56282,P05362
O95758,O96020
Q92541,Q86UL8
Q9NPF7,P08247
P47755,Q15744
P26885,Q13573
Q9H015,O00418
Q9UBT2,P25774
P51178,Q02833
Q16623,O75554
Q66K74,Q9UL42
O95292,P28335
O43684,Q96FZ7
P98170,Q9Y6R4
P16109,P00374
O75604,Q86UE4
A0AVT1,Q969P5
Q9P2M7,Q15121
P35240,P98164
Q7Z465,O75694
Q9BSQ5,P26678
P36871,Q9H816
Q9H7L9,O60885
P23945,P05154
Q9P1A6,Q14722
P43320,O60675
Q9UK73,Q9Y5A7
P32780,Q9HD42
Q6ZVD8,Q99697
Q92625,P35247
O95149,Q6GPH4
Q16825,Q9BRV8
P35227,Q13099
O00567,O14490
O95235,Q9NPA8
Q9Y6K1,O60333
Q96SZ6,O95639
P40222,P02794
Q8WXF8,Q9HCJ0
Q96B02,P30304
P17655,Q9Y5J9
Q9BQY4,O15066
Q96RU2,Q32P44
Q9UQ35,P62875
O95219,Q96EF6
Q9UJU2,Q14738
Q9UPM8,Q9BTC8
P29371,Q8NFH3
Q9UPT6,Q5UIP0
O14931,Q9UL63
Q9HBH9,Q969H6
Q6VMQ6,Q9UBW7
P06733,O75818
O14893,P49770
P19256,P49674
Q6MZP7,O00522
Q02548,Q9H6Z9
P31949,P37108
O95249,Q13113
Q8WXA9,Q9H5V8
Q9BQA1,O15511
O43924,Q2Y0W8
P08100,Q15717
P42336,Q53HL2
Q92622,Q9HCJ0
P18848,Q12905
P41273,P39748
Q92793,P08603
O95059,P12931
Q9P104,P05154
Q9Y2U8,Q9UK73
O43290,P49815
P51843,Q16613
Q9HAV0,Q05209
Q00872,Q6UY14
Q15109,P49458
Q9ULW0,Q6PD62
Q99569,P61077
O95059,Q9UQB3
O95232,Q8WUD4
Q2T9J0,Q96AC1
Q9HCH5,O15155
Q13595,Q96CD0
Q9UI09,Q9Y371
O43933,Q8NFT6
P26951,P15863
P26022,Q15642
P26368,Q9UHV7
Q96SB4,O95278
O75150,P14324
Q04759,Q9Y6N9
P48643,P43364
P01215,O43251
Q9NZL4,Q13023
Q99638,Q9UPT5
O00401,Q674X7
Q8NFJ9,P51572
Q9UHQ4,Q5T3J3
P04070,Q9UBN6
O96028,O15068
O15297,Q9NRR4
Q8NHQ8,P55899
Q9UBN4,P13501
P15924,Q9UBU9
Q9UBN4,P78509
P01106,Q13568
Q9UK80,O43593
Q15645,Q9Y3Q8
Q96JB5,Q15643
Q16520,P01225
Q12769,O00257
P22694,Q9BPZ3
Q9NRR3,O75840
P20645,Q3V6T2
Q13033,Q14781
P19012,Q15154
A7MCY6,O76081
O43602,Q15389
Q96RR4,P30281
Q16401,Q8TEC5
P33897,P48378
Q9H5V8,P14174
Q9HD47,O14933
Q14315,O14981
O75446,P16444
Q15650,Q86Y91
P09488,Q96KN7
P47712,P01588
P29084,P78352
Q13114,P16520
Q99614,P53611
Q9H446,Q719I0
P49427,Q15262
P10109,P18146
O00329,P0DPB6
Q8NG41,P26641
P14136,Q14749
Q9HCS7,Q07325
Q13085,P18510
P21452,Q9H2P0
Q9P032,Q96EK4
Q9P275,Q7KZI7
O43187,P31273
Q9NYV6,P43487
Q13164,Q9UHV7
O43303,P37198
P13501,P55735
Q9UBD9,Q92833
Q9C035,Q99952
Q8TAD8,Q8N3X1
O94973,Q6PJG9
Q09013,O14862
Q6KC79,Q13323
Q9UQ88,Q96CV9
P26651,Q96T76
P05129,P61604
A6NIH7,P09564
P06753,Q8TEK3
P20336,Q9NPH3
P22415,Q9H2L5
Q9Y6B2,P15692
Q9Y2U5,P15056
Q9H2G2,P50747
Q13884,Q9UKY1
Q9BQA1,Q7Z4I7
O15020,P31997
Q13884,Q9Y6B2
Q9H7D7,P31323
Q14191,P13805
Q9Y4A8,P35244
O15111,P10826
Q9UJX4,P04229
Q92974,Q14254
Q04725,Q9BSQ5
Q13127,Q05195
Q9UHQ4,Q05513
Q8TBC3,Q96CS2
Q7Z589,Q14582
Q9NR12,P20827
Q13523,Q99607
P53803,P40424
Q9BW71,Q06418
Q9H832,P15090
Q9Y692,O96013
P09455,O15379
P56159,P62249
O60921,P01584
P17661,P54578
Q9NQ25,P42081
Q00978,Q5UIP0
P24941,Q96GD4
P62805,Q96Q15
Q9GZU7,Q9BUG6
Q5T124,Q9NXX6
Q8N3I7,P15172
P49790,O94907
O14925,Q8WWW0
O60271,P60903
P50748,Q92599
P04899,Q8WVM8
Q9HD26,P52757
P49796,Q8IZH2
P23467,P04003
P05813,Q9BYV9
Q9Y6R4,Q9NWZ3
Q9H0E7,Q8WXD5
P04183,P59780
Q8IWS0,P05108
P28070,Q9NZD4
Q99731,Q01196
O14617,Q9NQH7
Q96DY7,P20908
Q09028,P68104
P29992,P51398
Q15048,O43670
P46019,O00264
O14576,Q9HC77
O95365,Q96EK5
P62750,P23497
O75771,P16152
Q8N6M0,P04229
P15918,Q9Y333
P53621,P35556
Q9Y6W5,P13807
Q15648,Q8TBK2
Q6NUQ1,Q96S59
O75154,Q01082
P52564,Q9UPZ3
P09467,Q7Z4V5
P14618,Q9HCN6
P06401,Q04759
Q15910,O96013
Q9H939,Q5PRF9
Q9HCS7,Q9NQX5
P11047,O43741
Q53GT1,Q00613
Q9H7Z6,P61966
Q53GS9,P01857
O00231,P13224
P48443,Q9GZU7
P41182,Q02410
P20823,Q9H832
O14983,Q9Y6A5
P10114,P04271
Q9NP84,Q99640
Q8TAG9,Q13618
O95271,Q9UQ88
O75390,P18074
Q71DI3,P35269
Q9NP85,Q9UQM7
P78396,Q8N5F7
P11177,O95931
O00303,Q9HCS4
Q9BRQ0,Q9P2G9
Q9UHL9,P17600
Q6GPH4,Q8WTS1
P35638,Q16512
Q16401,P19878
Q96E09,P01112
P53621,P37198
P18564,Q9HCI7
P09917,Q9UBU9
P40123,P14866
O60880,Q9NV58
Q9HA65,Q5MJ70
P00558,O95573
Q16555,P01215
P50281,Q14498
P12004,P30874
Q14012,Q00534
Q9Y574,Q58A45
P05787,Q13155
Q9C0C9,Q9NZL4
Q12770,Q05195
Q9NV70,Q3V6T2
P54198,Q9HBW0
Q9NZN4,Q00526
Q86X27,P16885
P01130,P50750
P14778,P57682
Q19AV6,Q96D31
Q9Y297,P54577
Q96QF0,Q8N122
Q8WVK7,O14832
Q9H2G2,O96011
O00267,Q9UHC6
P49760,Q58A45
Q9Y2X0,Q15185
Q4VX76,Q9NZ43
Q8WVK7,Q9UQ84
Q9UH73,Q92599
O43447,O75449
Q16394,Q4VX76
Q9H9F9,Q8TF40
Q92585,Q16643
P14317,Q9UKS6
Q702N8,O75563
O15318,P68871
Q86VS8,A6NKD9
Q9BXW4,P42345
Q8TDN1,P05023
P14373,P48553
P08571,O15083
P57775,P49761
O15360,P45379
Q9Y535,Q8IW35
P61019,P28347
O95696,Q9UBY9
Q14C86,P51532
Q68CZ2,P35227
Q9NQT8,P13760
Q9H444,Q13705
P02652,P15173
Q92828,Q9UBK9
Q9Y490,Q92886
P78504,O15514
P17948,Q99627
P62805,Q6P597
Q96LK0,P17535
P28715,P15502
P22830,Q9BQ15
P27635,P15884
Q9UM47,P09132
O14654,P45984
Q9Y333,Q99741
P37173,Q8WVY7
Q9BX63,P51684
Q68CP9,P08311
P00749,Q96RU7
Q6PCD5,P01275
Q9Y345,P49917
P51148,Q9NQ94
Q6ICG6,Q8WXH0
Q8NB46,P29375
O15355,P0CG47
Q92796,Q9Y450
Q9NS75,P07814
Q9Y4G8,P49841
Q6GQQ9,P20333
Q9H2C0,P38398
P49005,P51451
P51553,P17861
Q9ULV8,Q13705
P07942,P55789
O14950,O76064
Q9UJM3,Q08AG7
P01160,Q96IY1
Q13185,O60494
P60510,P22830
P41240,P09917
Q96SW2,P62244
Q9H4G0,P49257
P09496,P26599
Q8WVK2,P15880
P27701,Q8WZA9
Q9P0K1,O14646
P23945,O94915
Q8N1E6,P18887
P26718,Q13542
Q8NF91,Q13426
Q92620,Q15366
O14867,Q9Y4B4
O75629,P10515
Q8TEL6,P06756
Q02297,Q00535
O60356,Q969G3
Q16512,Q16649
Q09666,P54105
Q92845,Q92530
O15164,P13569
Q6FIF0,Q9Y275
Q9UKF6,Q9H6U6
P78423,Q15375
P02787,Q9Y2D8
Q9UNE7,Q9H6S1
O43617,Q01105
Q02543,Q9BVM2
Q96QT6,Q96MH2
Q9GZY6,Q9BSQ5
P48995,P49792
Q969H6,Q9UL33
P14927,O95967
O94817,Q92759
Q99741,Q92572
P62249,Q5TGY3
Q99717,P56545
P11473,O60282
Q9Y4K3,Q9P2D1
Q9NR55,Q92844
P68133,P10646
P22303,P20849
Q52LR7,P06239
P33681,O75815
P20963,Q05586
O15357,P06858
P04004,Q19AV6
Q9UGL1,Q8WUF5
Q9H015,Q9Y2V3
Q99848,O95219
Q92993,Q15365
Q04323,Q9UBY0
P09871,P51948
Q9NQX3,P49790
Q8WYQ5,P63316
Q15717,O14730
P03950,Q9NRM7
Q15915,Q86T82
Q01638,P08559
P55345,P07288
Q6PJW8,P61758
Q15306,Q08211
Q15834,Q6N043
P13010,Q96BI3
Q9NS56,Q96RS0
Q92889,P50542
Q4VX76,P08246
Q07912,Q8TAF3
P21926,Q7Z3K3
Q8IZ40,Q2TAY7
Q8IUD2,Q7Z412
Q9BUZ4,O00602
Q13224,O75312
Q96L73,Q15910
Q9NPF7,Q12962
P48167,P56192
P01732,Q14582
P38117,O00506
Q02080,Q8TD08
Q9P0W2,Q9UKA4
Q13576,P00736
Q9BXL8,O75340
Q13241,P19878
Q7Z4V5,Q15256
Q9BZL1,Q12967
Q32MZ4,Q99731
Q9H0F6,P04275
Q9BWC9,Q5VWG9
Q99627,Q13608
P98177,Q96PU4
P42261,P51572
Q9Y678,P57105
Q6IA86,P35244
P08559,Q9UJY4
Q9H6R0,Q9UBW7
P18859,P48745
O75052,O14519
Q9Y219,Q9UN86
O95071,P21452
Q14558,Q14254
P55198,Q14764
Q86U86,O75689
Q9Y490,P28300
Q9NR55,Q96BY2
P07954,Q7L190
P23284,Q7KZF4
Q96NB3,Q9GZY0
Q14315,Q99966
Q15406,O75528
Q9HCS4,O60231
Q6IQ32,O95059
P23510,Q13485
Q14957,O43294
P16234,P23769
P12270,P68036
Q14241,Q9Y678
Q9H422,O43823
Q99684,Q12789
Q92887,P61160
P15880,Q9UP52
O43823,P06733
P42695,Q9HAV5
P13726,Q13608
Q9BW11,Q04759
Q9GZQ4,P25787
P09001,O43255
Q13061,Q32MZ4
Q9Y5K6,P49767
P58004,Q9Y6W5
Q9Y5K5,O43303
P78504,Q8WWZ3
P15924,O14964
Q3ZCQ8,Q15019
Q9Y5V3,P04003
P49682,Q9H410
Q8IX90,Q9HAV4
Q9Y2K7,O60220
Q96F86,P49643
P00918,P62841
Q9NYY1,P08134
Q04756,P01042
O14662,Q6IPU0
P51636,P32302
P52565,Q96RN5
P55072,O60840
O95376,P39023
Q8WWR8,Q06587
Q15561,P48730
Q15388,P41235
Q8IW35,Q9Y5K6
Q9Y3E2,Q16644
Q16629,Q05639
P09651,P10636
P04792,O60840
P62714,P98177
Q9BRG1,O60238
Q6Y2X3,P23469
Q9NPH3,P25705
Q9HD47,Q8WWL7
Q8N531,O75410
Q99418,Q13651
Q70CQ1,Q15014
O75496,Q09666
O95628,Q96B97
Q8IYM1,Q99640
P21810,Q9H4B6
Q96PU5,O43186
P13497,O15078
O15126,Q9NPD8
P35625,Q14BN4
P46782,P08572
P30203,Q9BZK7
P35368,Q96IZ0
P43364,P30291
Q9C0C9,Q9UJU6
Q8N201,P30542
Q9Y2X7,Q15118
Q8N3X1,Q14678
P00734,Q01718
P41226,P46109
P51668,O60291
Q13557,Q15834
Q16623,Q8NHL6
Q504Q3,Q9Y5Q3
Q9UQ84,P15863
Q9UKV0,O14578
P25103,P45379
P28328,Q8TDR0
P17342,P60842
P00451,Q9NRP7
P36543,P18507
P26447,P59780
P12268,Q96JN0
P33681,Q14008
Q96KQ4,Q9UN37
P01889,P00748
Q9UKI2,Q9NRY2
Q9P1U1,Q9ULV0
Q99743,Q9UGI9
Q8NEV8,Q9GZQ3
Q7L3B6,Q00577
Q96FJ2,Q15631
Q8TDW5,P62308
Q969H0,P34741
P21810,P35916
P57105,Q8IUH5
P49910,O43292
Q9Y574,P60900
P07384,Q08881
Q03014,Q9UBP5
Q9Y5Z7,P23497
P55957,Q9H4Z3
Q02218,Q99689
P31942,Q5XUX1
O76081,P55197
Q13326,Q9Y2X7
Q92667,Q13404
O00148,P63316
Q9UPT6,P68431
Q06828,P46777
Q86WH2,Q16629
P10747,Q53GL0
Q96HE7,Q9H6U6
Q99814,Q8TE68
O15503,P09382
P11441,P57775
Q9BRP4,P01375
Q8TDX7,P53667
P63241,P37023
Q8TAA9,O95257
Q8TDB6,O15492
O95696,Q9UL51
Q66K74,P48382
Q14191,P13667
P02787,Q9Y4E8
Q9H7B4,P26022
Q14202,Q9UNS1
P26583,Q9NY61
Q96EB1,P62140
P81877,Q9HCS4
Q02156,P36404
Q9BZE4,Q9UBL3
Q86Y13,P46782
P62834,Q9NZL4
Q86VB7,Q02156
Q03431,Q6KC79
P09132,P78356
O60941,Q5XPI4
Q96B02,Q6P1M3
Q15276,Q99496
Q9UBF2,P63104
P09455,Q8ND76
P51114,Q9UP52
Q93096,O75363
P35900,P62136
P41227,P19320
Q99719,Q9BV38
P30530,P56945
P84085,P11473
Q86UN6,Q08AM6
Q9NR21,P55001
Q86W92,P50213
Q16890,Q53HV7
Q86Y13,Q9BXL8
Q13882,P55273
Q8WW01,P01031
O00763,P11940
O75061,P39023
Q15080,P51172
Q8ND25,Q96AJ9
Q8WVM7,Q9Y2V0
O95219,Q9NVA2
P00488,Q5HYK7
P61224,Q969H0
Q9UHW9,Q08211
Q9NWS0,Q9H0E2
P61925,Q13571
Q9P0U4,Q8IWT3
Q13705,P15976
P38936,Q9NRF2
O75449,O14713
P21781,P09497
O43521,Q92813
Q9NY12,O00628
Q15306,Q7L0Q8
Q96AP0,P07225
Q9H9S0,Q13287
Q9H3M7,Q9UBN4
P09326,Q9Y2U8
P48431,Q8WW38
O43157,P06881
Q01094,Q9NQX3
Q9BWU1,Q15468
P20594,P15036
Q15389,Q7Z494
Q13136,Q99942
Q13432,Q9H8S9
Q96HE7,P38159
P06396,P37023
Q969Q1,Q92904
Q07011,P22223
P13010,Q9H633
O95786,P08648
Q9Y698,Q9NRL3
P61758,Q06323
Q13829,O75446
P46940,Q13362
Q6MZQ0,O43255
Q96HC4,Q99748
P09661,O75688
Q6ZYL4,P11926
P15813,P28328
Q8IU60,P02786
Q16611,P25440
P04264,P10826
O75865,Q14669
P20248,Q13519
Q12959,Q9P2W3
O75190,P30153
P35228,Q969N2
Q96KQ4,P61328
O43482,P40429
P19404,O75914
Q92614,O15355
Q9Y3C5,Q13057
O14931,Q13309
P49207,Q53HV7
Q96DY7,P54252
P48039,O15066
P27352,Q9Y5B8
O14649,Q07011
Q9H492,Q15131
P30305,Q08209
Q9NZN3,Q9Y2L1
P47755,Q6QNY1
Q9UKJ1,O15230
P48443,Q14118
P15336,Q6UN15
O43543,Q9HCG8
P00742,O00743
P31371,P54578
Q9H4M9,Q5TD97
Q96QV1,P23467
P61158,Q9UHD2
Q9UHD8,P55265
Q9Y2Z4,P14625
Q96AE4,Q5THK1
Q8IZD9,Q15768
Q9UBK5,P08922
Q96N96,Q9Y5S2
Q9Y679,Q8N729
P06702,P29322
O95573,P51571
P16435,O75056
P42229,Q52LR7
Q9NYF0,Q15334
Q9BRX5,P02765
P78362,P57775
P17987,Q96SB8
Q02223,P28062
Q15582,Q96MT8
Q9NRL2,P05156
Q969G3,Q96ED9
P38159,Q07020
P50052,P10586
P52757,Q12846
Q6PJG9,P24592
P17676,P49916
Q9GZU7,Q13936
O60711,Q9UGJ0
Q8IYD8,Q9NS28
Q96JZ2,P08246
P49770,Q93052
P12814,Q07864
P23508,Q14152
P13598,Q13319
P01241,P31350
P13807,O14727
Q8NI36,Q9H9C1
O00287,Q15788
Q5T7V8,O60508
P22681,Q56P42
Q9UMS4,Q9H074
P49418,Q5T7V8
Q9P2D0,Q8TBN0
P78348,Q6VVB1
P63220,Q96F44
O60486,Q96KQ4
Q96D71,Q14315
Q14114,Q99719
Q8WVM7,O15061
Q9Y2K6,Q8NHG8
P78543,P13693
Q9H9Y6,O60749
Q14135,Q16401
Q9UHV2,P46940
P36873,Q9UBV8
Q96DI7,Q99959
P15822,Q8IWY9
P36542,Q8NHM5
Q66K74,Q9NRA8
Q9NPF5,Q9UKG1
Q7L1Q6,Q8N1E6
O95376,P40429
P12755,Q9GZL7
O95711,Q9GZM8
O14807,Q969R5
Q9H2F5,Q13901
P08588,Q6P1X5
P24278,A2RRP1
O60239,O14950
O60494,O95347
Q05707,Q96AH0
P47872,P35968
Q8N1F8,P23769
P55058,Q14749
O14593,O00241
P07951,P02461
Q9Y5P4,P55735
Q5SWA1,P60953
P00747,O95319
P33552,Q6UN15
P06396,P07101
Q86X29,P26885
Q9UNZ2,P07947
O14625,O15145
Q9BZV1,Q76LX8
Q8WVB6,P47900
Q9P2W9,Q8N1E6
P04792,Q14186
P20333,O14879
P18510,Q99489
Q9HAW4,Q9H2K8
Q9P1U1,Q9P0K7
Q13061,A8MT69
P30988,Q9Y2Y0
P48507,P08138
Q96T58,P0DI81
P26010,P15090
Q9Y616,Q16613
P21728,O75475
Q9BYH8,P00747
Q9NZN5,Q8WXE1
P06870,P55291
Q9BUZ4,Q15648
P13671,P26583
P46940,P63104
Q9NZ42,Q15542
Q14242,O75081
Q02080,O60238
Q8WXX7,Q86US8
Q9UKK3,Q14832
Q92834,Q9Y3P8
P40692,P68431
P22460,Q9NXR8
Q9BUI4,Q9UJV3
O95817,P17844
Q15185,Q86SE9
Q9Y264,Q99459
Q86U86,P78527
Q9HCH5,P08670
P49761,Q8TAD8
P14780,Q03060
Q99574,Q49AN0
Q07960,O43402
Q04864,P24522
Q6NZY7,Q93052
Q14596,Q9NR22
Q92831,P54277
Q86W92,P62070
P55039,Q9UBR4
Q9UKI8,P43364
P26718,P56817
Q02224,O60239
P21941,P11684
Q5VU43,Q96IY1
Q9BUL9,O60828
O14786,P28340
P25205,P55317
P47870,P14316
P17301,Q14739
P04141,Q9UKB1
P06732,P30203
O00602,P39687
Q9BTE3,P18510
P02741,Q03113
Q9Y4A5,P47813
P61586,P51692
P17081,P42773
P48729,P62244
Q14397,Q5JTV8
Q9UKX7,P30520
O60739,Q6PJW8
P49591,Q9NWV8
O75030,Q13002
Q9NQX3,P05556
P13805,Q9UBN6
O75509,P07384
Q99469,Q12959
Q9UHP3,Q9NQX5
P50281,P02766
P55786,P81133
Q8TF74,P08134
Q96DY7,P31314
P55089,P51888
Q96BD5,P78423
P48552,O43164
Q9ULG1,Q96BR1
Q96SB4,P31749
P49716,Q99460
P06493,O14810
Q9C0K7,Q9Y3E5
P35606,P62995
Q99962,O15503
Q5THK1,P30533
Q13283,O00566
P56159,Q8IWV8
Q96NB3,Q92734
Q92785,P21580
Q7Z465,O15530
P17275,Q9NPC8
Q5SWA1,Q06413
Q14807,Q96DX5
P62266,Q09470
P05156,P61619
Q8NI27,Q01543
Q9H9A7,O00231
Q8N488,Q9BZE9
Q9H6U6,Q13884
Q6WCQ1,Q9UBF8
P20023,O43439
P32243,Q8WXH0
Q13263,P43489
Q9C029,P26599
P39019,Q99567
Q9GZQ4,Q9H211
Q9Y618,Q9HD67
O75676,P26842
Q14562,P38117
P62249,P53611
O60828,P17535
P35241,Q06828
P17931,Q01851
P04229,Q92614
P06746,Q9H0A8
O60762,P20339
P33681,Q7Z569
O75676,P28062
Q9BTE3,Q96EB1
P07225,O94776
Q9GZM8,Q9P287
Q9H1K0,O43257
Q9BRQ0,Q8TCJ0
Q8WU17,Q15759
P13805,O75446
P15498,Q9UNP9
P43356,Q7L1Q6
Q6ZVD8,Q92781
Q92754,O00422
Q9NNW7,Q9HAV5
Q9Y3D8,Q13569
P19532,Q5H9R7
Q13332,Q9BXM7
P09493,Q9NRG4
P51693,O76031
P02765,P04629
P21860,Q96BD5
O14492,Q02763
P62333,O75475
P63208,P43699
Q6W2J9,Q9NPF7
O43597,P33681
P62750,Q969H0
P00751,Q8TDX7
P78556,Q4LE39
P00533,Q07021
P10451,Q92766
P02749,Q92934
Q5U5X0,Q00994
Q14188,Q8N7R7
Q8TD46,P14866
P33076,P52790
P51679,P60510
Q9H9S0,P61225
Q5VZM2,P01303
Q14566,Q9H6Z4
Q9NWW0,Q8NHL6
O94907,Q14188
P35232,P28062
Q8IX12,Q96LR5
O14976,Q8NEM2
P05160,Q8NI08
P51812,O75446
Q14134,P13612
Q99728,O14964
P61966,Q969P5
Q9BWF2,P49458
Q8NAV1,P48023
P19525,Q14116
P63096,P51532
Q15910,Q9NPE3
Q9NRR3,Q9H3S7
Q9H840,Q5THK1
P17655,Q07955
Q6ZU15,Q99828
Q9Y2D8,Q16512
Q02763,P61266
P30530,Q03111
Q9Y295,P47755
Q9UPY6,Q9HCU8
Q99598,O43602
Q9Y265,Q8WUF5
P21580,Q9H8Y5
P60842,Q5H9F3
O15344,Q14764
Q99958,P27701
Q7L9L4,P04004
P06730,P17081
Q96AD5,Q6ZSG1
Q9UDY2,Q01844
Q9P0V9,P09234
Q6UB99,O75379
Q9BWT7,Q14164
P29353,O60826
P22607,Q9GZQ3
Q8NEM0,Q8IZD9
P14868,Q9UHQ1
Q71F23,Q15785
Q96JB5,P05106
Q7Z4I7,P03952
Q9BQY4,Q9H668
A5D8V6,Q9P2W3
P16671,Q9NUP9
P46734,Q16799
Q9BRB3,Q96FF9
P52701,Q9Y2V0
Q14994,P45379
Q96G27,P28065
P51677,Q7Z4V5
P21741,Q15475
Q13905,Q9H161
Q99942,Q8NFZ5
O00305,Q92786
Q99729,Q9BWN1
O75628,P84243
P30876,P15018
Q9UJV3,Q76N89
Q9H2X6,P23945
P20226,Q16777
P52952,Q9NSK0
P03956,P62937
P10071,O60927
O75175,O00253
Q92913,P22674
P26022,Q92997
Q8TF42,P15172
P17931,P17542
Q9Y216,Q8TDB6
Q86XE0,P07332
Q9NTJ3,P98161
Q14643,P35611
Q92845,O00264
P33076,P01588
P11308,Q9UIS9
P78396,O76071
Q9H9Q2,Q9BXK1
Q9NR21,Q9Y2V0
Q13185,P32519
Q9H2F5,Q14691
P62310,Q8NHL6
O95544,P16112
Q8NDV3,Q7L804
Q12840,P56693
O43924,O75122
O75052,Q13829
P20908,Q15046
O75449,P63098
Q96BK5,Q6UWE0
O95347,Q96TC7
Q9C0C7,P46736
Q96P71,Q8N1E6
Q12830,Q04912
P24723,O43557
O14931,O75367
Q7Z460,P15408
P02538,Q8WVK2
P35613,O95801
P09681,Q9GZN8
O15061,P06858
Q9Y6W5,Q9Y2R2
Q8IWZ8,P18887
Q9UL33,O14757
Q13190,Q9Y698
Q9Y295,Q96IZ0
Q9H832,O75400
Q9H6D7,Q07960
Q07002,Q13362
P54098,O15143
P24394,Q92560
P22736,P16410
Q8NG27,Q5T3J3
P01138,P23510
P09874,P29466
P31323,O00571
O14578,Q8IUR0
O00330,P29466
Q12802,Q00537
P14324,Q6VVB1
O95405,Q15428
Q9HAT8,Q12816
Q6IBW4,Q01851
O94813,Q05516
Q99619,P43630
P98082,Q96MX6
P29466,P51571
Q9H0W8,Q15075
Q9BU64,P02795
P57739,P07942
P46939,P11308
Q3SYG4,O15455
P14555,Q9UI08
Q5D1E8,Q96MX6
Q9C0J8,P49755
Q15672,Q86WT1
P62380,P18858
P55211,P49918
Q9P2B2,Q9Y3R0
Q03014,Q9Y6N7
O95630,Q8TEB1
P46976,Q9NWT6
Q9UJ70,Q8WX92
Q9NZD4,Q16890
Q9UBZ4,Q14004
O95714,Q9NZD8
Q9UJY4,P08246
Q8IWL3,P43403
Q13683,Q09161
Q9Y2Q3,P85299
Q9NPC8,P61020
Q9Y483,Q86TG7
P10124,Q9Y570
P62318,Q3LFD5
Q9H9Q4,P35232
P07355,Q9UBK9
P81274,P21453
Q9H3S7,Q6PI98
Q9UL18,O43680
Q8TBN0,Q8IYW5
P55010,Q9UPQ9
P25789,Q9NQ55
Q96AC1,Q01130
O43665,P62266
P30153,Q9H9A7
O43516,O95600
Q9H0E3,P00918
Q9NQC7,P32239
Q14449,Q9BYE7
O14654,Q9HAV4
Q9P2Y5,Q9NY12
P20340,O60603
P51911,Q8IW41
P27540,Q07820
P16671,Q08AM6
Q96E09,Q16181
O14662,Q9UJT2
O95071,Q15569
P49810,Q9HCU9
P26678,P11387
P78536,Q66PJ3
P31943,Q9H6T3
O00161,Q8N9M5
O14810,P26651
O60896,P27695
O14964,Q99640
Q2QGD7,Q8WXF8
O60447,P35228
Q8WTR2,Q7RTN6
Q8N8B7,Q16658
P43405,P62333
Q15131,Q8N5C8
P62244,O75815
O14578,Q29983
P52803,Q8WV28
Q9Y496,P18428
Q14738,O43896
Q92481,Q3V5L5
Q9BUQ8,Q9Y271
Q9BRG2,P40429
Q12972,P62380
P50570,O60741
P62937,Q9Y2K6
Q16656,Q8NB78
Q8N3L3,Q7L591
Q9NS91,P36941
O60333,Q9BUX1
Q969J5,Q16621
Q9GZU7,P49418
P62249,P62266
Q9UBP0,P05112
Q86SE9,P17661
P56545,Q9HBH9
Q12967,P49770
Q9BYG3,P48764
Q9H668,Q8TDR0
Q9NYJ8,P07332
P02765,Q9NZN3
P16435,Q96RU3
Q9NSA3,Q9GZU2
P30499,P08833
Q8WYH8,P35613
Q9NZN5,Q9NS00
